"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FirstPersonBP/Blueprints/LaserMaterial.LaserMaterial","0","0","45","1","0.000000","0","0"
"/Game/Geometry/Meshes/coronha.coronha","0","0","15","1","0.000000","0","0"
"/Game/Geometry/Meshes/coronha_NONE.coronha_NONE","0","0","24","1","0.000000","0","0"
"/Game/Geometry/Meshes/951_A01606Z_Mat.951_A01606Z_Mat","0","0","24","1","0.000000","0","0"
"/Game/Materials/Archery_Target_Mat.Archery_Target_Mat","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","87","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","0","68","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","0","34","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","0","94","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","0","126","3","0.000000","0","42"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","0","0","34","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","0","0","42","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","69","1","0.000000","0","0"
"/Game/bulletholedecals/Bullet_Hole_Material.Bullet_Hole_Material","0","0","34","1","0.000000","0","0"
"/Game/bulletholedecals/Bullet_Hole_Material2.Bullet_Hole_Material2","0","0","34","1","0.000000","0","0"
"/Game/MuzzleFlashAssets/MuzzleFlashMaterials/M_ImpactSmoke.M_ImpactSmoke","0","0","115","1","0.000000","0","0"
"/Game/MuzzleFlashAssets/MuzzleFlashMaterials/M_Lensflare_01.M_Lensflare_01","0","0","26","1","0.000000","0","0"
"/Game/MuzzleFlashAssets/MuzzleFlashMaterials/M_muzzle_flash_subUV.M_muzzle_flash_subUV","0","0","26","1","0.000000","0","0"
"/Game/MuzzleFlashAssets/MuzzleFlashMaterials/M_MuzzleGlow.M_MuzzleGlow","0","0","42","1","0.000000","0","0"
"/Game/MuzzleFlashAssets/MuzzleFlashMaterials/M_SmokeBall.M_SmokeBall","0","0","34","1","0.000000","0","0"
"/Game/MuzzleFlashAssets/MuzzleFlashMaterials/M_SoftGradient_Muzzle.M_SoftGradient_Muzzle","0","0","26","1","0.000000","0","0"
"/Game/Materials/TargetHitParticleMaterial.TargetHitParticleMaterial","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","115","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","24","1","0.000000","0","0"
"/Game/Materialize/Materials/StonePillar_Mat.StonePillar_Mat","0","0","240","3","0.000000","0","560"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","24","1","0.000000","0","0"
"/Game/Materialize/DemoRoom/Materials/M_DiscordInfo.M_DiscordInfo","0","0","4","1","0.000000","0","0"
"/Game/Materialize/DemoRoom/Materials/M_Abatron.M_Abatron","0","0","36","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_BlackBackground.M_BlackBackground","0","0","4","1","0.000000","0","0"
"/Game/Materialize/DemoRoom/Materials/M_Arrows.M_Arrows","0","0","24","1","0.000000","0","0"
"/Game/Materialize/DemoRoom/Materials/M_LightTube.M_LightTube","0","0","4","1","0.000000","0","4"
"/Game/FXVarietyPack/Materials/M_ky_subUV03.M_ky_subUV03","0","0","34","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_trail_primitive.M_ky_trail_primitive","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar_primitive.M_ky_polar_primitive","0","0","34","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","0","68","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_chantDecoA.M_ky_chantDecoA","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_magicCircle020.M_ky_magicCircle020","0","0","26","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_Fresnel.M_ky_Fresnel","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_circle01_4x4G_nonD.M_ky_circle01_4x4G_nonD","0","0","34","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","0","222","3","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_laser01.M_ky_laser01","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","0","68","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","0","76","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","0","26","1","0.000000","0","0"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","208","2","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","48","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","0","92","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","0","152","4","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","0","52","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","0","26","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","0","76","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","0","188","4","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_stormDeco01.M_ky_stormDeco01","0","0","52","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_stone02.M_ky_stone02","0","0","71","1","0.000000","0","0"
"/Game/Materialize/DemoRoom/Materials/M_DemoWallPattern.M_DemoWallPattern","0","0","72","3","0.000000","0","24"
"/Game/Materialize/DemoRoom/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","0","30","1","0.000000","0","30"
"/Game/Materialize/DemoRoom/Materials/M_Glass.M_Glass","0","0","86","2","0.000000","0","43"
"/Game/Materialize/DemoRoom/Materials/M_DemoWall.M_DemoWall","0","0","138","1","0.000000","0","0"
"/Game/Materialize/DemoRoom/Materials/DefaultTextMaterialTranslucentUnlit.DefaultTextMaterialTranslucentUnlit","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","38","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","26","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flarePillar.M_ky_flarePillar","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flareVert.M_ky_flareVert","0","0","26","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","0","0","84","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","0","34","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","0","84","2","0.000000","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","0","183","1","0.000000","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoWall.M_DemoWall","0","0","120","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","51","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","48","1","0.000000","0","0"
"/Game/Particles/M_muzzle_flash_subUV.M_muzzle_flash_subUV","0","0","26","1","0.000000","0","0"
"/Game/Particles/M_MuzzleGlow.M_MuzzleGlow","0","0","42","1","0.000000","0","0"
"/Game/Materialize/DemoRoom/Materials/M_BaseColor.M_BaseColor","0","0","39","1","0.000000","0","0"
"/Game/Geometry/Meshes/Tex_0008_1_dds.Tex_0008_1_dds","0","0","24","1","0.000000","0","0"
"/Game/Geometry/Meshes/ArcheryTarget.ArcheryTarget","0","0","15","1","0.000000","0","0"
"/Game/FirstPersonBP/Blueprints/InvisibleTexture.InvisibleTexture","0","0","31","1","0.000000","0","0"
"/Game/bulletholedecals/Bullet_Hole_Material5.Bullet_Hole_Material5","0","0","34","1","0.000000","0","0"
"/Game/bulletholedecals/Bullet_Hole_Material4.Bullet_Hole_Material4","0","0","34","1","0.000000","0","0"
"/Game/bulletholedecals/Bullet_Hole_Material3.Bullet_Hole_Material3","0","0","34","1","0.000000","0","0"
