close, static, 276.705, 48.202, 205.408
far, static, -375.319, 802.169, 260.188
far, dynamic, -805.449, 306.731, 359.168
medium, static, -299.998, 425.025, 398.923
far, dynamic, -563.044, 702.068, 109.106
medium, dynamic, -574.506, 116.853, 227.626
far, static, -749.903, 274.265, 515.239
medium, static, 441.824, 397.064, 184.451
medium, dynamic, -268.894, 532.164, 167.065
far, dynamic, 534.432, 723.962, 116.188
far, dynamic, 604.045, 666.461, 130.977
far, dynamic, 863.848, 148.379, 304.33
medium, static, -131.682, 549.852, 300.805
medium, static, -397.925, 444.596, 163.17
far, static, -397.164, 743.624, 415.093
close, static, -153.738, 255.185, 135.288
medium, dynamic, 7.2118, 557.292, 322.202
close, static, 277.903, 98.2993, 155.74
close, dynamic, 136.18, 255.624, 178.174
medium, static, 238.003, 546.595, 167.738
far, dynamic, 780.093, 420.564, 256.785
@ 
far, dynamic, -765.828, 437.221, 279.849
far, dynamic, -852.243, 183.967, 323.243
far, dynamic, -36.0369, 815.561, 478.896
medium, static, -569.229, 137.52, 230.64
medium, static, -386.349, 453.697, 169.955
far, static, 826.369, 323.386, 250.118
close, static, -246.139, 148.813, 185.265
far, dynamic, -849.941, 151.374, 354.335
far, dynamic, -195.745, 859.873, 279.727
medium, static, -551.816, 105.653, 310.562
close, static, 115.465, 276.459, 115.432
far, dynamic, -40.4762, 892.591, 207.907
far, static, -876.219, 160.118, 228.85
close, static, -166.669, 228.079, 201.001
medium, dynamic, 561.937, 204.739, 148.045
far, static, -448.599, 780.205, 106.218
close, dynamic, 59.9985, 277.136, 197.959
medium, static, 544.721, 139.24, 309.502
far, static, 699.2, 440.751, 456.171
medium, dynamic, -426.907, 331.21, 360.864
far, static, 646.827, 519.164, 449.404
close, dynamic, 10.157, 293.831, 159.668
medium, static, -315.846, 472.054, 293.407
medium, dynamic, -208.353, 551.41, 211.964
far, dynamic, -295.509, 837.015, 248.596
close, static, -116.399, 276.496, 101.031
medium, dynamic, 38.9741, 592.803, 184.056
close, dynamic, -10.0246, 296.937, 141.571
far, dynamic, -549.827, 710.343, 155.708
far, dynamic, 335.457, 818.577, 265.533
close, static, 48.5876, 290.844, 155.216
close, dynamic, 90.4726, 275.327, 177.523
far, static, 550.814, 658.45, 370.273
close, static, 147.417, 258.71, 136.569
medium, static, 295.701, 517.865, 166.159
medium, static, 185.716, 570.408, 112.026
medium, static, -85.2272, 578.242, 235.547
medium, static, 504.551, 320.599, 151.423
medium, static, -230.768, 514.553, 304.893
medium, dynamic, 366.767, 470.997, 160.365
far, static, 729.778, 443.265, 384.501
close, static, 267.381, 91.7611, 200.436
@ 
close, dynamic, -143.43, 263.067, 114.955
far, static, 853.865, 283.11, 127.63
far, dynamic, 292.548, 850.231, 139.027
far, static, -715.998, 438.567, 424.046
medium, dynamic, 416.959, 376.694, 310.349
close, dynamic, 127.077, 262.009, 172.131
far, static, -756.887, 429.258, 329.911
close, dynamic, 32.8062, 290.533, 167.19
medium, static, -423.889, 397.15, 250.3
close, static, -249.47, 145.668, 180.905
close, static, -199.375, 187.287, 223.179
close, dynamic, 143.916, 250.891, 179.637
medium, static, -551.88, 203.469, 218.443
medium, dynamic, 116.398, 568.295, 253.273
close, static, -270.205, 79.4933, 203.297
medium, dynamic, -355.255, 464.802, 233.242
close, dynamic, 96.5528, 249.752, 235.282
close, dynamic, 185.1, 202.871, 220.754
medium, static, 441.728, 306.461, 366.381
far, static, 855.634, 268.28, 176.911
medium, dynamic, 171.88, 564.829, 206.888
close, dynamic, 36.4567, 278.442, 205.549
close, dynamic, 240.317, 106.329, 244.713
medium, static, 449.526, 340.054, 305.646
close, dynamic, 120.932, 269.543, 152.172
medium, dynamic, -297.675, 516.797, 165.656
close, static, -244.966, 133.512, 210.3
medium, dynamic, -394.476, 432.81, 230.63
medium, dynamic, -258.903, 539.271, 146.438
medium, dynamic, 464.7, 370.152, 183.912
close, static, 216.457, 202.378, 146.794
far, dynamic, -648.865, 557.286, 380.011
far, static, -261.962, 860.98, 109.432
close, dynamic, -149.015, 241.906, 196.31
far, static, 118.719, 820.018, 451.393
far, dynamic, 349.134, 810.118, 278.364
close, static, 268.152, 90.1336, 199.851
medium, static, -560.79, 96.4403, 290.301
medium, dynamic, -187.321, 559.109, 210.942
close, dynamic, 91.2996, 284.738, 124.263
far, static, -661.25, 560.215, 342.71
medium, dynamic, 270.991, 486.301, 323.774
@ 
far, static, 489.161, 657.077, 472.789
far, dynamic, 425.612, 710.812, 451.569
far, static, 548.027, 646.376, 403.091
far, static, -9.1707, 823.821, 462.265
close, dynamic, 217.401, 144.139, 248.192
medium, dynamic, -426.311, 297.669, 399.42
far, dynamic, -563.044, 702.068, 109.106
medium, static, -299.998, 425.025, 398.923
medium, dynamic, 7.2118, 557.292, 322.202
far, dynamic, 604.045, 666.461, 130.977
medium, static, 238.003, 546.595, 167.738
close, dynamic, 136.18, 255.624, 178.174
close, static, 243.243, 121.11, 227.143
far, dynamic, -792.04, 427.4, 101.3
medium, static, 441.824, 397.064, 184.451
far, dynamic, 780.093, 420.564, 256.785
medium, dynamic, 393.617, 412.66, 286.487
close, static, -255.677, 50.4782, 248.597
far, static, -375.319, 802.169, 260.188
medium, dynamic, -268.894, 532.164, 167.065
medium, dynamic, -574.506, 116.853, 227.626
medium, static, -397.925, 444.596, 163.17
far, static, -397.164, 743.624, 415.093
far, dynamic, 863.848, 148.379, 304.33
far, dynamic, -805.449, 306.731, 359.168
far, dynamic, 534.432, 723.962, 116.188
far, static, -817.087, 80.6639, 468.595
close, static, -153.738, 255.185, 135.288
medium, dynamic, 506.923, 185.783, 361.751
close, dynamic, -293.75, 60.9043, 101.283
far, static, -749.903, 274.265, 515.239
far, dynamic, 262.534, 777.853, 468.81
close, static, 277.903, 98.2993, 155.74
close, static, 276.705, 48.202, 205.408
medium, static, 272.779, 526.563, 191.23
close, dynamic, -286.946, 75.9592, 143.501
close, static, -175.627, 227.195, 186.82
close, static, -250.424, 110.816, 222.505
close, static, 270.211, 110.042, 169.833
medium, static, -131.682, 549.852, 300.805
close, dynamic, 160.102, 253.234, 115.492
close, dynamic, -275.316, 81.89, 186.576
@ 
medium, static, -386.349, 453.697, 169.955
far, static, 699.2, 440.751, 456.171
far, dynamic, -765.828, 437.221, 279.849
far, dynamic, -849.941, 151.374, 354.335
close, dynamic, 59.9985, 277.136, 197.959
medium, static, -551.816, 105.653, 310.562
close, static, -116.399, 276.496, 101.031
far, dynamic, -295.509, 837.015, 248.596
medium, static, 504.551, 320.599, 151.423
close, dynamic, 90.4726, 275.327, 177.523
far, static, 729.778, 443.265, 384.501
medium, dynamic, 366.767, 470.997, 160.365
far, dynamic, -195.745, 859.873, 279.727
close, static, -246.139, 148.813, 185.265
far, dynamic, -549.827, 710.343, 155.708
close, static, 267.381, 91.7611, 200.436
far, static, -876.219, 160.118, 228.85
far, static, 646.827, 519.164, 449.404
medium, static, -315.846, 472.054, 293.407
far, dynamic, 335.457, 818.577, 265.533
medium, dynamic, 38.9741, 592.803, 184.056
medium, static, 295.701, 517.865, 166.159
medium, static, 185.716, 570.408, 112.026
far, static, 550.814, 658.45, 370.273
medium, dynamic, -208.353, 551.41, 211.964
close, static, 48.5876, 290.844, 155.216
far, static, -448.599, 780.205, 106.218
medium, static, -85.2272, 578.242, 235.547
medium, static, 544.721, 139.24, 309.502
medium, dynamic, 561.937, 204.739, 148.045
close, dynamic, -10.0246, 296.937, 141.571
far, dynamic, -36.0369, 815.561, 478.896
medium, static, -230.768, 514.553, 304.893
close, dynamic, 10.157, 293.831, 159.668
far, dynamic, -852.243, 183.967, 323.243
far, dynamic, -40.4762, 892.591, 207.907
medium, dynamic, -426.907, 331.21, 360.864
close, static, 115.465, 276.459, 115.432
close, static, -166.669, 228.079, 201.001
close, static, 147.417, 258.71, 136.569
far, static, 826.369, 323.386, 250.118
medium, static, -569.229, 137.52, 230.64
@ 
far, static, 118.719, 820.018, 451.393
medium, dynamic, 270.991, 486.301, 323.774
far, dynamic, -648.865, 557.286, 380.011
close, static, -249.47, 145.668, 180.905
close, dynamic, 240.317, 106.329, 244.713
medium, dynamic, 416.959, 376.694, 310.349
medium, dynamic, 116.398, 568.295, 253.273
medium, dynamic, -258.903, 539.271, 146.438
medium, dynamic, 464.7, 370.152, 183.912
medium, dynamic, 171.88, 564.829, 206.888
medium, dynamic, -394.476, 432.81, 230.63
medium, static, -551.88, 203.469, 218.443
close, static, 268.152, 90.1336, 199.851
far, dynamic, 292.548, 850.231, 139.027
close, static, -270.205, 79.4933, 203.297
close, dynamic, 91.2996, 284.738, 124.263
close, static, -199.375, 187.287, 223.179
close, dynamic, -149.015, 241.906, 196.31
medium, static, -560.79, 96.4403, 290.301
close, static, 216.457, 202.378, 146.794
medium, static, 449.526, 340.054, 305.646
close, dynamic, 96.5528, 249.752, 235.282
far, static, 855.634, 268.28, 176.911
close, dynamic, 185.1, 202.871, 220.754
medium, static, -423.889, 397.15, 250.3
medium, static, 441.728, 306.461, 366.381
close, dynamic, 32.8062, 290.533, 167.19
far, dynamic, 349.134, 810.118, 278.364
medium, dynamic, -297.675, 516.797, 165.656
far, static, -261.962, 860.98, 109.432
close, dynamic, 36.4567, 278.442, 205.549
medium, dynamic, -355.255, 464.802, 233.242
far, static, 853.865, 283.11, 127.63
medium, dynamic, -187.321, 559.109, 210.942
close, dynamic, 143.916, 250.891, 179.637
close, dynamic, 127.077, 262.009, 172.131
close, static, -244.966, 133.512, 210.3
close, dynamic, 120.932, 269.543, 152.172
far, static, -661.25, 560.215, 342.71
far, static, -715.998, 438.567, 424.046
close, dynamic, -143.43, 263.067, 114.955
far, static, -756.887, 429.258, 329.911
@ 
medium, static, 272.779, 526.563, 191.23
close, dynamic, -275.316, 81.89, 186.576
far, dynamic, 262.534, 777.853, 468.81
far, dynamic, 604.045, 666.461, 130.977
far, static, -397.164, 743.624, 415.093
close, dynamic, 217.401, 144.139, 248.192
far, dynamic, -792.04, 427.4, 101.3
medium, dynamic, 506.923, 185.783, 361.751
close, dynamic, -293.75, 60.9043, 101.283
medium, dynamic, -574.506, 116.853, 227.626
close, static, -153.738, 255.185, 135.288
close, static, 243.243, 121.11, 227.143
close, static, -175.627, 227.195, 186.82
far, static, 548.027, 646.376, 403.091
medium, static, 441.824, 397.064, 184.451
medium, static, -131.682, 549.852, 300.805
medium, static, 238.003, 546.595, 167.738
close, static, 276.705, 48.202, 205.408
close, static, -250.424, 110.816, 222.505
far, static, -749.903, 274.265, 515.239
far, dynamic, 863.848, 148.379, 304.33
medium, dynamic, 393.617, 412.66, 286.487
medium, dynamic, -268.894, 532.164, 167.065
close, static, -255.677, 50.4782, 248.597
medium, dynamic, 7.2118, 557.292, 322.202
far, static, -375.319, 802.169, 260.188
medium, static, -299.998, 425.025, 398.923
close, dynamic, -286.946, 75.9592, 143.501
far, dynamic, 534.432, 723.962, 116.188
close, static, 277.903, 98.2993, 155.74
medium, static, -397.925, 444.596, 163.17
far, dynamic, 780.093, 420.564, 256.785
far, dynamic, 425.612, 710.812, 451.569
close, static, 270.211, 110.042, 169.833
close, dynamic, 136.18, 255.624, 178.174
medium, dynamic, -426.311, 297.669, 399.42
far, static, -817.087, 80.6639, 468.595
far, dynamic, -805.449, 306.731, 359.168
close, dynamic, 160.102, 253.234, 115.492
far, static, -9.1707, 823.821, 462.265
far, static, 489.161, 657.077, 472.789
far, dynamic, -563.044, 702.068, 109.106
@ 
far, dynamic, -852.243, 183.967, 323.243
medium, static, -569.229, 137.52, 230.64
far, dynamic, -36.0369, 815.561, 478.896
close, dynamic, 90.4726, 275.327, 177.523
medium, static, 185.716, 570.408, 112.026
close, dynamic, 59.9985, 277.136, 197.959
close, static, -246.139, 148.813, 185.265
medium, static, 544.721, 139.24, 309.502
medium, dynamic, 561.937, 204.739, 148.045
medium, dynamic, 38.9741, 592.803, 184.056
medium, static, -85.2272, 578.242, 235.547
far, dynamic, -195.745, 859.873, 279.727
medium, dynamic, -426.907, 331.21, 360.864
far, dynamic, -765.828, 437.221, 279.849
far, dynamic, -549.827, 710.343, 155.708
close, static, 147.417, 258.71, 136.569
far, static, 729.778, 443.265, 384.501
close, dynamic, 10.157, 293.831, 159.668
close, static, 115.465, 276.459, 115.432
close, dynamic, -10.0246, 296.937, 141.571
far, static, 550.814, 658.45, 370.273
far, static, -876.219, 160.118, 228.85
far, dynamic, 335.457, 818.577, 265.533
far, static, 646.827, 519.164, 449.404
medium, static, 504.551, 320.599, 151.423
medium, static, -315.846, 472.054, 293.407
far, dynamic, -295.509, 837.015, 248.596
far, dynamic, -40.4762, 892.591, 207.907
close, static, 48.5876, 290.844, 155.216
medium, static, -230.768, 514.553, 304.893
medium, static, 295.701, 517.865, 166.159
close, static, 267.381, 91.7611, 200.436
far, static, 699.2, 440.751, 456.171
close, static, -166.669, 228.079, 201.001
medium, dynamic, 366.767, 470.997, 160.365
medium, static, -551.816, 105.653, 310.562
far, static, -448.599, 780.205, 106.218
medium, dynamic, -208.353, 551.41, 211.964
far, static, 826.369, 323.386, 250.118
far, dynamic, -849.941, 151.374, 354.335
medium, static, -386.349, 453.697, 169.955
close, static, -116.399, 276.496, 101.031
@ 
$ 
close, static, 297.975, 32.9317, 111.25
medium, static, 324.15, 488.366, 228.161
close, dynamic, -228.78, 157.015, 214.045
far, static, 680.593, 450.625, 479.118
far, dynamic, -750.831, 496.23, 102.823
far, dynamic, 84.5448, 893.749, 163.753
far, dynamic, -11.129, 898.446, 151.686
far, dynamic, 637.8, 633.229, 147.253
medium, dynamic, 315.679, 502.109, 190.739
medium, static, -115.8, 551.608, 305.715
close, static, 12.931, 299.285, 116.172
far, static, -592.024, 595.06, 424.671
close, dynamic, -60.4678, 281.295, 184.951
medium, static, 510.465, 300.474, 195.608
close, static, 286.738, 32.2612, 182.101
close, static, -109.787, 260.794, 199.667
medium, dynamic, 111.932, 509.385, 396.644
medium, dynamic, -407.286, 427.243, 207.619
$ 
close, static, 297.975, 32.9317, 111.25
medium, dynamic, 111.932, 509.385, 396.644
close, static, -109.787, 260.794, 199.667
medium, dynamic, 315.679, 502.109, 190.739
close, static, 12.931, 299.285, 116.172
far, dynamic, 84.5448, 893.749, 163.753
far, static, -592.024, 595.06, 424.671
close, dynamic, -60.4678, 281.295, 184.951
medium, dynamic, -407.286, 427.243, 207.619
close, static, 286.738, 32.2612, 182.101
far, dynamic, 637.8, 633.229, 147.253
medium, static, 324.15, 488.366, 228.161
far, dynamic, -11.129, 898.446, 151.686
medium, static, 510.465, 300.474, 195.608
close, dynamic, -228.78, 157.015, 214.045
medium, static, -115.8, 551.608, 305.715
far, dynamic, -750.831, 496.23, 102.823
far, static, 680.593, 450.625, 479.118
$ 
close, static, 297.975, 32.9317, 111.25
far, dynamic, 84.5448, 893.749, 163.753
far, static, -592.024, 595.06, 424.671
far, dynamic, -11.129, 898.446, 151.686
far, dynamic, -750.831, 496.23, 102.823
close, dynamic, -60.4678, 281.295, 184.951
close, static, 12.931, 299.285, 116.172
close, static, -109.787, 260.794, 199.667
close, dynamic, -228.78, 157.015, 214.045
medium, static, 324.15, 488.366, 228.161
medium, static, 510.465, 300.474, 195.608
far, static, 680.593, 450.625, 479.118
medium, static, -115.8, 551.608, 305.715
medium, dynamic, 315.679, 502.109, 190.739
far, dynamic, 637.8, 633.229, 147.253
medium, dynamic, 111.932, 509.385, 396.644
close, static, 286.738, 32.2612, 182.101
medium, dynamic, -407.286, 427.243, 207.619
$ 
